"","bag_site","site_name","bags_label","finalTissue_VialLabel","finalTissue_condition","finalTissue_gonadIndex","gonad","condition"
"937","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251386","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"938","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251382","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"939","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251379","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"940","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251387","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"941","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251288","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"942","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251126","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"943","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251381","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"944","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251131","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"945","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251287","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"946","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251134","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"947","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251124","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"948","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251130","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"949","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251378","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"950","YorkRiver","S2_DEBY","MVP-DEBY-6","CviMVPf_251385","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","0 - No visible gonadal development","0","2"
"951","YorkRiver","W6_ME","MVP-ME-5","CviMVPf_251172","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"952","YorkRiver","W6_ME","MVP-ME-5","CviMVPf_250938","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"953","YorkRiver","W6_ME","MVP-ME-5","CviMVPf_250939","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"954","YorkRiver","W6_ME","MVP-ME-5","CviMVPf_250937","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"955","YorkRiver","W6_ME","MVP-ME-5","CviMVPf_251175","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"956","YorkRiver","W6_ME","MVP-ME-5","CviMVPf_250934","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"957","YorkRiver","W6_ME","MVP-ME-5","CviMVPf_250935","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"958","YorkRiver","W6_ME","MVP-ME-5","CviMVPf_251171","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"959","YorkRiver","W6_ME","MVP-ME-5","CviMVPf_250936","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"960","YorkRiver","W6_ME","MVP-ME-5","CviMVPf_250933","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"961","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250853","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"962","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250842","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"963","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250849","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"964","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250848","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"965","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250840","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"966","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250861","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"967","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250862","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"968","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250851","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"969","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_251174","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"970","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_251173","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","0 - No visible gonadal development","0","2"
"971","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250857","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"972","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250855","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"973","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250847","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"974","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250850","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"975","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250856","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"976","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250860","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"977","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250854","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"978","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250837","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","0"
"979","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250838","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","4"
"980","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250859","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"981","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250858","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","1"
"982","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250844","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"983","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250839","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"984","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250846","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"985","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250845","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"986","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250836","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"987","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250852","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"988","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250841","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"989","YorkRiver","W4_VA","MVP-JR-6","CviMVPf_250843","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"990","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250892","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"991","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250894","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"992","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250898","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","0 - No visible gonadal development","0","2"
"993","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250901","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"994","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250895","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","0"
"995","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250893","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"996","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250899","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","0 - No visible gonadal development","0","2"
"997","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250896","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"998","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250902","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"999","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250900","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"1000","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250897","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"1001","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250903","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1002","YorkRiver","W5_NH","MVP-NH-5","CviMVPf_250904","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"1003","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250692","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1004","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250700","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1005","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250680","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1006","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250703","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1007","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250687","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1008","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250694","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"1009","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250702","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"1010","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250696","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1011","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250679","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"1012","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250693","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1013","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250681","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1014","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250685","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1015","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250684","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"1016","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250706","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"1017","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250707","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1018","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250697","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1019","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250689","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"1020","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250691","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1021","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250698","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1022","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250704","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"1023","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250682","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1024","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250683","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1025","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250701","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1026","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250688","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1027","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250695","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1028","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250686","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"1029","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250690","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1030","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250699","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1031","Lewisetta","W3_FL","MVP-FL-3","CviMVPf_250705","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"1032","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_250999","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1033","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251005","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"1034","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251017","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1035","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251008","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1036","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251002","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1037","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251019","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"1038","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251025","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1039","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251012","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","0"
"1040","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251024","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1041","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251014","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1042","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251016","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"1043","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251009","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1044","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251015","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1045","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251028","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1046","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251004","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1047","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251026","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1048","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251010","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1049","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251021","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1050","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251020","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1051","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251027","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1052","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251018","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1053","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251006","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","0"
"1054","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251007","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"1055","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251022","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","0"
"1056","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251011","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1057","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251003","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1058","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251013","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1059","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251001","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1060","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251023","0 - Watery and transparent does not fill shell cavity, extreme shrinkage","0 - No visible gonadal development","0","0"
"1061","YorkRiver","W1_TX","MVP-TX-4","CviMVPf_251000","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"1062","YorkRiver","W6_ME","MVP-ME-6","CviMVPf_251055","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"1063","YorkRiver","W6_ME","MVP-ME-6","CviMVPf_251056","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","1"
"1064","YorkRiver","W6_ME","MVP-ME-6","CviMVPf_251058","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"1065","YorkRiver","W6_ME","MVP-ME-6","CviMVPf_251057","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"1066","YorkRiver","W6_ME","MVP-ME-6","CviMVPf_251054","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"1067","Lewisetta","S2_DEBY","MVP-DEBY-2","CviMVPf_250541","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"1068","Lewisetta","S2_DEBY","MVP-DEBY-2","CviMVPf_250547","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"1069","Lewisetta","S2_DEBY","MVP-DEBY-2","CviMVPf_250543","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"1070","Lewisetta","S2_DEBY","MVP-DEBY-2","CviMVPf_250538","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"1071","Lewisetta","S2_DEBY","MVP-DEBY-2","CviMVPf_250550","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"1072","Lewisetta","S2_DEBY","MVP-DEBY-2","CviMVPf_250567","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"1073","Lewisetta","S2_DEBY","MVP-DEBY-2","CviMVPf_250552","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"1074","Lewisetta","S2_DEBY","MVP-DEBY-2","CviMVPf_250561","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
